MUN_PROV,MUN_CODI,MUN_INE,MUN_DIGIT,MUN_NOM,MUN_NOM2,MUN_NOM3,MUN_NOM2_PART,MUN_BAIXA,MUN_DATA_ACT
8.0000000000000000e+00,2.6100000000000000e+02,"08261",,"SANTA SUSANNA","Santa Susanna","Santa Susanna",,,
8.0000000000000000e+00,2.6200000000000000e+02,"08262",,"SANT VICENÇ DE CASTELLET","Sant Vicenç de Castellet","Sant Vicenç de Castellet",,,
8.0000000000000000e+00,2.6300000000000000e+02,"08263",,"SANT VICENÇ DELS HORTS","Sant Vicenç dels Horts","Sant Vicenç dels Horts",,,
8.0000000000000000e+00,2.6400000000000000e+02,"08264",,"SANT VICENÇ DE MONTALT","Sant Vicenç de Montalt","Sant Vicenç de Montalt",,,
8.0000000000000000e+00,2.6500000000000000e+02,"08265",,"SANT VICENÇ DE TORELLO","Sant Vicenç de Torelló","Sant Vicenç de Torelló",,,
8.0000000000000000e+00,2.6600000000000000e+02,"08266",,"CERDANYOLA DEL VALLES","Cerdanyola del Vallès","Cerdanyola del Vallès",,,
8.0000000000000000e+00,2.6700000000000000e+02,"08267",,"SENTMENAT","Sentmenat","Sentmenat",,,
8.0000000000000000e+00,2.6800000000000000e+02,"08268",,"CERCS","Cercs","Cercs",,,
8.0000000000000000e+00,2.6900000000000000e+02,"08269",,"SEVA","Seva","Seva",,,
8.0000000000000000e+00,2.7000000000000000e+02,"08270",,"SITGES","Sitges","Sitges",,,
8.0000000000000000e+00,2.7100000000000000e+02,"08271",,"SOBREMUNT","Sobremunt","Sobremunt",,,
8.0000000000000000e+00,2.7200000000000000e+02,"08272",,"SORA","Sora","Sora",,,
8.0000000000000000e+00,2.7300000000000000e+02,"08273",,"SUBIRATS","Subirats","Subirats",,,
8.0000000000000000e+00,2.7400000000000000e+02,"08274",,"SURIA","Súria","Súria",,,
8.0000000000000000e+00,2.7500000000000000e+02,"08275",,"TAVERNOLES","Tavèrnoles","Tavèrnoles",,,
8.0000000000000000e+00,2.7600000000000000e+02,"08276",,"TAGAMANENT","Tagamanent","Tagamanent",,,
8.0000000000000000e+00,2.7700000000000000e+02,"08277",,"TALAMANCA","Talamanca","Talamanca",,,
8.0000000000000000e+00,2.7800000000000000e+02,"08278",,"TARADELL","Taradell","Taradell",,,
8.0000000000000000e+00,2.7900000000000000e+02,"08279",,"TERRASSA","Terrassa","Terrassa",,,
8.0000000000000000e+00,2.8000000000000000e+02,"08280",,"TAVERTET","Tavertet","Tavertet",,,
8.0000000000000000e+00,2.8100000000000000e+02,"08281",,"TEIA","Teià","Teià",,,
8.0000000000000000e+00,2.8200000000000000e+02,"08282",,"TIANA","Tiana","Tiana",,,
8.0000000000000000e+00,2.8300000000000000e+02,"08283",,"TONA","Tona","Tona",,,
8.0000000000000000e+00,2.8400000000000000e+02,"08284",,"TORDERA","Tordera","Tordera",,,
8.0000000000000000e+00,2.8500000000000000e+02,"08285",,"TORELLO","Torelló","Torelló",,,
8.0000000000000000e+00,2.8600000000000000e+02,"08286",,"TORRE DE CLARAMUNT, La","Torre de Claramunt","La Torre de Claramunt","La",,
8.0000000000000000e+00,2.8700000000000000e+02,"08287",,"TORRELAVIT","Torrelavit","Torrelavit",,,
8.0000000000000000e+00,2.8800000000000000e+02,"08288",,"TORRELLES DE FOIX","Torrelles de Foix","Torrelles de Foix",,,
8.0000000000000000e+00,2.8900000000000000e+02,"08289",,"TORRELLES DE LLOBREGAT","Torrelles de Llobregat","Torrelles de Llobregat",,,
8.0000000000000000e+00,2.9000000000000000e+02,"08290",,"ULLASTRELL","Ullastrell","Ullastrell",,,
8.0000000000000000e+00,2.9100000000000000e+02,"08291",,"VACARISSES","Vacarisses","Vacarisses",,,
8.0000000000000000e+00,2.9200000000000000e+02,"08292",,"VALLBONA D'ANOIA","Vallbona d'Anoia","Vallbona d'Anoia",,,
8.0000000000000000e+00,2.9300000000000000e+02,"08293",,"VALLCEBRE","Vallcebre","Vallcebre",,,
8.0000000000000000e+00,2.9400000000000000e+02,"08294",,"VALLGORGUINA","Vallgorguina","Vallgorguina",,,
8.0000000000000000e+00,2.9500000000000000e+02,"08295",,"VALLIRANA","Vallirana","Vallirana",,,
8.0000000000000000e+00,2.9600000000000000e+02,"08296",,"VALLROMANES","Vallromanes","Vallromanes",,,
8.0000000000000000e+00,2.9700000000000000e+02,"08297",,"VECIANA","Veciana","Veciana",,,
8.0000000000000000e+00,2.9800000000000000e+02,"08298",,"VIC","Vic","Vic",,,
8.0000000000000000e+00,2.9900000000000000e+02,"08299",,"VILADA","Vilada","Vilada",,,
8.0000000000000000e+00,3.0000000000000000e+02,"08300",,"VILADECAVALLS","Viladecavalls","Viladecavalls",,,
8.0000000000000000e+00,3.0100000000000000e+02,"08301",,"VILADECANS","Viladecans","Viladecans",,,
8.0000000000000000e+00,3.0200000000000000e+02,"08302",,"VILANOVA DEL CAMI","Vilanova del Camí","Vilanova del Camí",,,
8.0000000000000000e+00,3.0300000000000000e+02,"08303",,"VILANOVA DE SAU","Vilanova de Sau","Vilanova de Sau",,,
8.0000000000000000e+00,3.0400000000000000e+02,"08304",,"VILOBI DEL PENEDES","Vilobí del Penedès","Vilobí del Penedès",,,
8.0000000000000000e+00,3.0500000000000000e+02,"08305",,"VILAFRANCA DEL PENEDES","Vilafranca del Penedès","Vilafranca del Penedès",,,
8.0000000000000000e+00,3.0600000000000000e+02,"08306",,"VILALBA SASSERRA","Vilalba Sasserra","Vilalba Sasserra",,,
8.0000000000000000e+00,3.0700000000000000e+02,"08307",,"VILANOVA I LA GELTRU","Vilanova i la Geltrú","Vilanova i la Geltrú",,,
8.0000000000000000e+00,3.0800000000000000e+02,"08308",,"VIVER I SERRATEIX","Viver i Serrateix","Viver i Serrateix",,,
8.0000000000000000e+00,9.0100000000000000e+02,"08901",,"RUPIT I PRUIT","Rupit i Pruit","Rupit i Pruit",,,
8.0000000000000000e+00,9.0200000000000000e+02,"08902",,"VILANOVA DEL VALLES","Vilanova del Vallès","Vilanova del Vallès",,,
8.0000000000000000e+00,9.0300000000000000e+02,"08903",,"SANT JULIA DE CERDANYOLA","Sant Julià de Cerdanyola","Sant Julià de Cerdanyola",,,
8.0000000000000000e+00,9.0400000000000000e+02,"08904",,"BADIA DEL VALLES","Badia del Vallès","Badia del Vallès",,,
8.0000000000000000e+00,9.0500000000000000e+02,"08905",,"PALMA DE CERVELLO, La","Palma de Cervelló","La Palma de Cervelló","La",,
8.0000000000000000e+00,9.9900000000000000e+02,"08",,"Barcelona província","Barcelona província","Barcelona província",,,
