,MUN_INE,Val,ANY_
0,8,63.4600099689,2019
1,8001,87.6383763838,2019
2,8002,0.0,2019
3,8003,27.722772277199997,2019
4,8004,0.0,2019
5,8005,57.6923076923,2019
6,8006,0.0,2019
7,8007,0.0,2019
8,8008,0.0,2019
9,8009,72.0930232558,2019
10,8010,31.6239316239,2019
11,8011,0.0,2019
12,8012,50.0,2019
13,8013,0.0,2019
14,8014,0.0,2019
15,8015,68.2865731463,2019
16,8016,96.29629629629999,2019
17,8017,0.0,2019
18,8018,86.7768595041,2019
19,8019,48.831496063,2019
20,8020,48.837209302299996,2019
21,8021,0.0,2019
22,8022,8.928571428599998,2019
23,8023,4.7619047619,2019
24,8024,0.0,2019
25,8025,0.0,2019
26,8026,0.0,2019
27,8027,0.0,2019
28,8028,0.0,2019
29,8029,100.0,2019
30,8030,88.4615384615,2019
31,8031,28.037383177600002,2019
32,8032,0.0,2019
33,8033,56.25,2019
34,8034,0.0,2019
35,8035,70.0564971751,2019
36,8036,0.0,2019
37,8037,0.0,2019
38,8038,44.274809160299995,2019
39,8039,0.0,2019
40,8040,93.3673469388,2019
41,8041,85.5670103093,2019
42,8042,72.41379310339998,2019
43,8043,0.0,2019
44,8044,100.0,2019
45,8045,0.0,2019
46,8046,83.0188679245,2019
47,8047,56.5789473684,2019
48,8048,0.0,2019
49,8049,0.0,2019
50,8050,0.0,2019
51,8051,73.2704402516,2019
52,8052,0.0,2019
53,8053,90.9090909091,2019
54,8054,0.0,2019
55,8055,0.0,2019
56,8056,23.619047619,2019
57,8057,0.0,2019
58,8058,100.0,2019
59,8059,0.0,2019
60,8060,0.0,2019
61,8061,0.0,2019
62,8062,0.0,2019
63,8063,0.0,2019
64,8064,71.4285714286,2019
65,8065,0.0,2019
66,8066,0.0,2019
67,8067,63.4146341463,2019
68,8068,87.8787878788,2019
69,8069,0.0,2019
70,8070,0.0,2019
71,8071,0.0,2019
72,8072,2.0408163265,2019
73,8073,59.3238822246,2019
74,8074,0.0,2019
75,8075,0.0,2019
76,8076,100.0,2019
77,8077,68.9393939394,2019
78,8078,0.0,2019
79,8079,0.0,2019
80,8080,0.0,2019
81,8081,0.0,2019
82,8082,0.0,2019
83,8083,0.0,2019
84,8084,0.0,2019
85,8085,0.0,2019
86,8086,52.43553008600001,2019
87,8087,0.0,2019
88,8088,0.0,2019
89,8089,73.2641142116,2019
90,8090,0.0,2019
91,8091,0.0,2019
92,8092,74.4186046512,2019
93,8093,0.0,2019
94,8094,88.1188118812,2019
95,8095,0.0,2019
96,8096,81.42180094789998,2019
97,8097,0.0,2019
98,8098,0.0,2019
99,8099,72.0,2019
100,8100,100.0,2019
101,8101,47.32824427479999,2019
102,8102,49.8080614203,2019
103,8103,0.0,2019
104,8104,100.0,2019
105,8105,97.6744186047,2019
106,8106,72.0,2019
107,8107,83.5164835165,2019
108,8108,0.0,2019
109,8109,0.0,2019
110,8110,67.8571428571,2019
111,8111,100.0,2019
112,8112,23.8888888889,2019
113,8113,50.094517958400004,2019
114,8114,95.35087719299999,2019
115,8115,0.0,2019
116,8116,0.0,2019
117,8117,100.0,2019
118,8118,0.0,2019
119,8119,0.0,2019
120,8120,35.7142857143,2019
121,8121,32.206969377,2019
122,8122,0.0,2019
123,8123,75.974025974,2019
124,8124,88.0810488677,2019
125,8125,80.6896551724,2019
126,8126,92.73607748180001,2019
127,8127,0.0,2019
128,8128,0.0,2019
129,8129,0.0,2019
130,8130,0.0,2019
131,8131,0.0,2019
132,8132,50.0,2019
133,8133,0.0,2019
134,8134,80.0,2019
135,8135,91.1904761905,2019
136,8136,62.5,2019
137,8137,0.0,2019
138,8138,0.0,2019
139,8139,0.0,2019
140,8140,32.0,2019
141,8141,65.625,2019
142,8142,0.0,2019
143,8143,100.0,2019
144,8144,0.0,2019
145,8145,71.4285714286,2019
146,8146,0.0,2019
147,8147,85.9903381643,2019
148,8148,0.0,2019
149,8149,0.0,2019
150,8150,0.0,2019
151,8151,0.0,2019
152,8152,0.0,2019
153,8153,0.0,2019
154,8154,0.0,2019
155,8155,82.27272727269998,2019
156,8156,49.1803278689,2019
157,8157,82.53968253969998,2019
158,8158,100.0,2019
159,8159,78.0141843972,2019
160,8160,0.0,2019
161,8161,60.2272727273,2019
162,8162,0.0,2019
163,8163,76.69172932329998,2019
164,8164,97.5,2019
165,8165,0.0,2019
166,8166,100.0,2019
167,8167,85.39042821159998,2019
168,8168,0.0,2019
169,8169,65.9502262443,2019
170,8170,100.0,2019
171,8171,0.0,2019
172,8172,0.0,2019
173,8174,0.0,2019
174,8175,84.21052631579998,2019
175,8176,0.0,2019
176,8177,0.0,2019
177,8178,0.0,2019
178,8179,0.0,2019
179,8180,97.9427549195,2019
180,8181,85.7142857143,2019
181,8182,30.7692307692,2019
182,8183,96.42857142860001,2019
183,8184,56.081081081099995,2019
184,8185,0.0,2019
185,8187,63.765373699099996,2019
186,8188,0.0,2019
187,8189,0.0,2019
188,8190,0.0,2019
189,8191,47.8873239437,2019
190,8192,43.023255813999995,2019
191,8193,0.0,2019
192,8194,92.871419054,2019
193,8195,0.0,2019
194,8196,91.33409350059999,2019
195,8197,0.0,2019
196,8198,0.0,2019
197,8199,0.0,2019
198,8200,76.21145374449999,2019
199,8201,0.0,2019
200,8202,43.956043956,2019
201,8203,66.6666666667,2019
202,8204,0.0,2019
203,8205,47.5563909774,2019
204,8206,0.0,2019
205,8207,0.0,2019
206,8208,93.2692307692,2019
207,8209,0.0,2019
208,8210,0.0,2019
209,8211,75.0330250991,2019
210,8212,100.0,2019
