,MUN_INE,ANY_,Val
0,8167,2019,5.649717514124294
1,8168,2019,36.750483558994205
2,8169,2019,1.1161159166101966
3,8170,2019,
4,8171,2019,11.737089201877936
5,8172,2019,3.3946017552574927
6,8174,2019,
7,8175,2019,31.85328185328185
8,8176,2019,
9,8177,2019,0.0
10,8178,2019,
11,8179,2019,19.53125
12,8180,2019,8.075370121130552
13,8069,2019,7.314524555903866
14,8070,2019,
15,8071,2019,
16,8072,2019,7.396915328926661
17,8103,2019,
18,8,2018,2.7569863848161504
19,8,2019,3.17218512051858
20,8001,2018,5.977632086386425
21,8002,2018,0.0
22,8003,2018,2.890173410404624
23,8004,2018,0.0
24,8005,2018,20.568663036902603
25,8006,2018,12.498421916424697
26,8007,2018,6.470996071180957
27,8008,2018,0.0
28,8009,2018,4.973062577704103
29,8010,2018,24.14486921529175
30,8011,2018,
31,8012,2018,15.670910871694415
32,8013,2018,13.095238095238097
33,8014,2018,16.935483870967744
34,8015,2018,6.045416042979311
35,8016,2018,4.475703324808184
36,8017,2018,41.80064308681672
37,8018,2018,29.77667493796526
38,8020,2018,2.5510204081632653
39,8021,2018,0.0
40,8022,2018,5.019120458891013
41,8023,2018,20.152883947185547
42,8024,2018,0.0
43,8025,2018,24.267782426778243
44,8026,2018,0.0
45,8027,2018,61.583577712609966
46,8028,2018,16.608391608391607
47,8029,2018,
48,8030,2018,3.681392235609103
49,8031,2018,21.714922048997764
50,8032,2018,3.9863325740318905
51,8033,2018,7.06913615156228
52,8034,2018,
53,8035,2018,3.4674063800277395
54,8036,2018,
55,8037,2018,5.923000987166831
56,8038,2018,31.45336225596529
57,8039,2018,
58,8040,2018,6.476505443020532
59,8041,2018,13.340087808172916
60,8042,2018,14.462809917355372
61,8043,2018,16.32942847000355
62,8044,2018,15.949554896142432
63,8045,2018,
64,8046,2018,7.351901597624771
65,8047,2018,5.791505791505792
66,8048,2018,23.310023310023308
67,8049,2018,17.410228509249187
68,8050,2018,0.0
69,8051,2018,4.226368415627255
70,8052,2018,0.0
71,8053,2018,25.51521099116781
72,8054,2018,3.426037887948408
73,8055,2018,
74,8056,2018,1.664755280973697
75,8057,2018,0.0
76,8058,2018,28.48837209302325
77,8059,2018,
78,8060,2018,
79,8061,2018,39.35599284436494
80,8062,2018,17.991004497751124
81,8063,2018,22.222222222222218
82,8064,2018,16.523463317911435
83,8065,2018,7.722007722007722
84,8066,2018,11.904761904761903
85,8067,2018,5.75500137023842
86,8068,2018,7.643647865050078
87,8069,2018,6.76378772112383
88,8070,2018,
89,8071,2018,
90,8072,2018,6.427339708418248
91,8073,2018,3.5971223021582737
92,8074,2018,7.847844151047918
93,8075,2018,16.227912008654886
94,8076,2018,8.118234804329726
95,8077,2018,2.6471074835934485
96,8078,2018,0.0
97,8079,2018,
98,8080,2018,0.0
99,8081,2018,0.0
100,8082,2018,15.739769150052464
101,8083,2018,
102,8084,2018,20.933977455716587
103,8085,2018,
104,8086,2018,4.4719189793502565
105,8087,2018,0.0
106,8088,2018,7.046388725778039
107,8089,2018,1.922177775468856
108,8090,2018,0.0
109,8091,2018,12.038073908174693
110,8092,2018,18.227009113504554
111,8093,2018,0.0
112,8094,2018,28.154327424400414
113,8095,2018,0.0
114,8096,2018,4.760000000000001
115,8097,2018,15.911872705018359
116,8098,2018,18.25928180158247
117,8099,2018,8.79765395894428
118,8100,2018,0.0
119,8101,2018,6.461035506678661
120,8102,2018,4.562151913733855
121,8103,2018,
122,8104,2018,
123,8105,2018,4.4478824211951276
124,8106,2018,15.503875968992247
125,8107,2018,6.0897435897435885
126,8108,2018,5.740528128587831
127,8109,2018,0.0
128,8110,2018,5.9817399517263095
129,8111,2018,0.0
130,8112,2018,11.691167959254544
131,8113,2018,14.350475847368578
132,8114,2018,5.157100563460988
133,8115,2018,
134,8116,2018,
135,8117,2018,
136,8118,2018,2.0447806972702174
137,8119,2018,14.641288433382137
138,8120,2018,3.75
139,8121,2018,4.013417994489038
140,8122,2018,17.26844583987441
141,8123,2018,2.249388753056235
142,8124,2018,5.352845847861317
143,8125,2018,3.488696622941669
144,8126,2018,1.2523481527864746
145,8127,2018,34.37301082113304
146,8128,2018,47.227926078028744
147,8129,2018,
148,8130,2018,0.0
149,8131,2018,39.473684210526315
150,8132,2018,0.0
151,8133,2018,0.0
152,8134,2018,103.515625
153,8135,2018,1.777251184834123
154,8136,2018,4.648280136349551
155,8137,2018,0.0
156,8138,2018,43.824701195219134
157,8139,2018,0.0
158,8140,2018,15.30421799178798
159,8141,2018,39.03799233182293
160,8142,2018,0.0
161,8143,2018,26.22730329522529
162,8144,2018,
163,8145,2018,9.486607142857142
164,8146,2018,16.393442622950822
165,8147,2018,17.780938833570413
166,8148,2018,35.489667565139264
167,8149,2018,18.75
168,8150,2018,0.0
169,8151,2018,0.0
170,8152,2018,
171,8153,2018,
172,8154,2018,
173,8155,2018,13.048368953880765
174,8156,2018,1.9752199676782187
175,8157,2018,5.426181324892608
176,8158,2018,7.038123167155425
177,8159,2018,1.5288394718554552
178,8160,2018,0.0
179,8161,2018,11.199809364946981
180,8162,2018,21.412037037037038
181,8163,2018,3.0234315948601664
182,8164,2018,52.02312138728324
183,8165,2018,18.737672583826424
184,8166,2018,
185,8167,2018,5.417463352453792
186,8168,2018,30.19538188277087
187,8169,2018,0.9993604093380236
188,8170,2018,
189,8171,2018,4.580152671755726
190,8172,2018,3.065959562479284
191,8174,2018,
192,8175,2018,29.69348659003832
193,8176,2018,
194,8177,2018,0.0
195,8178,2018,
196,8179,2018,13.592233009708734
