,MUN_INE,Val,ANY_
0,8,4.8874459458,2019
1,8001,0.7380073801,2019
2,8002,0.0,2019
3,8003,0.9900990099000002,2019
4,8004,0.0,2019
5,8005,8.6538461538,2019
6,8006,0.0,2019
7,8007,20.0,2019
8,8008,0.0,2019
9,8009,25.5813953488,2019
10,8010,0.0,2019
11,8011,0.0,2019
12,8012,0.0,2019
13,8013,0.0,2019
14,8014,0.0,2019
15,8015,15.2304609218,2019
16,8016,3.7037037037,2019
17,8017,100.0,2019
18,8018,0.0,2019
19,8019,6.7905511811,2019
20,8020,4.6511627907,2019
21,8021,0.0,2019
22,8022,0.8928571428999998,2019
23,8023,9.5238095238,2019
24,8024,0.0,2019
25,8025,0.0,2019
26,8026,0.0,2019
27,8027,0.0,2019
28,8028,100.0,2019
29,8029,0.0,2019
30,8030,3.8461538462,2019
31,8031,0.0,2019
32,8032,0.0,2019
33,8033,3.125,2019
34,8034,0.0,2019
35,8035,0.0,2019
36,8036,0.0,2019
37,8037,100.0,2019
38,8038,0.7633587786,2019
39,8039,0.0,2019
40,8040,0.5102040816,2019
41,8041,0.0,2019
42,8042,27.5862068966,2019
43,8043,100.0,2019
44,8044,0.0,2019
45,8045,0.0,2019
46,8046,1.2578616352,2019
47,8047,1.3157894737,2019
48,8048,0.0,2019
49,8049,0.0,2019
50,8050,0.0,2019
51,8051,2.2012578616,2019
52,8052,0.0,2019
53,8053,9.0909090909,2019
54,8054,0.0,2019
55,8055,0.0,2019
56,8056,0.0,2019
57,8057,0.0,2019
58,8058,0.0,2019
59,8059,0.0,2019
60,8060,0.0,2019
61,8061,100.0,2019
62,8062,0.0,2019
63,8063,0.0,2019
64,8064,0.0,2019
65,8065,100.0,2019
66,8066,100.0,2019
67,8067,0.0,2019
68,8068,9.0909090909,2019
69,8069,100.0,2019
70,8070,0.0,2019
71,8071,0.0,2019
72,8072,22.448979591799997,2019
73,8073,11.232279171199998,2019
74,8074,50.0,2019
75,8075,27.2727272727,2019
76,8076,0.0,2019
77,8077,6.4393939394,2019
78,8078,0.0,2019
79,8079,0.0,2019
80,8080,0.0,2019
81,8081,0.0,2019
82,8082,100.0,2019
83,8083,0.0,2019
84,8084,0.0,2019
85,8085,100.0,2019
86,8086,9.742120343800002,2019
87,8087,0.0,2019
88,8088,25.0,2019
89,8089,9.3445814406,2019
90,8090,0.0,2019
91,8091,0.0,2019
92,8092,2.3255813953,2019
93,8093,0.0,2019
94,8094,0.0,2019
95,8095,0.0,2019
96,8096,0.4739336493,2019
97,8097,100.0,2019
98,8098,0.0,2019
99,8099,22.0,2019
100,8100,0.0,2019
101,8101,20.9770992366,2019
102,8102,0.4798464491,2019
103,8103,0.0,2019
104,8104,0.0,2019
105,8105,0.0,2019
106,8106,12.0,2019
107,8107,8.7912087912,2019
108,8108,20.0,2019
109,8109,0.0,2019
110,8110,2.1428571429,2019
111,8111,0.0,2019
112,8112,6.1111111111,2019
113,8113,0.1890359168,2019
114,8114,0.1754385965,2019
115,8115,0.0,2019
116,8116,0.0,2019
117,8117,0.0,2019
118,8118,6.3492063492,2019
119,8119,0.0,2019
120,8120,0.0,2019
121,8121,2.5343189018,2019
122,8122,0.0,2019
123,8123,0.2164502165,2019
124,8124,0.0,2019
125,8125,0.39408867,2019
126,8126,7.2639225182,2019
127,8127,0.0,2019
128,8128,0.0,2019
129,8129,50.0,2019
130,8130,0.0,2019
131,8131,33.3333333333,2019
132,8132,50.0,2019
133,8133,0.0,2019
134,8134,20.0,2019
135,8135,3.8095238095,2019
136,8136,1.6666666667,2019
137,8137,0.0,2019
138,8138,100.0,2019
139,8139,0.0,2019
140,8140,4.0,2019
141,8141,1.0416666667,2019
142,8142,0.0,2019
143,8143,0.0,2019
144,8144,100.0,2019
145,8145,28.5714285714,2019
146,8146,0.0,2019
147,8147,0.2415458937,2019
148,8148,100.0,2019
149,8149,100.0,2019
150,8150,0.0,2019
151,8151,0.0,2019
152,8152,0.0,2019
153,8153,0.0,2019
154,8154,0.0,2019
155,8155,0.4545454545,2019
156,8156,1.6393442623,2019
157,8157,0.3968253968,2019
158,8158,0.0,2019
159,8159,1.4184397163,2019
160,8160,0.0,2019
161,8161,2.2727272727,2019
162,8162,0.0,2019
163,8163,0.7518796991999998,2019
164,8164,2.5,2019
165,8165,0.0,2019
166,8166,0.0,2019
167,8167,8.3123425693,2019
168,8168,0.0,2019
169,8169,18.778280543,2019
170,8170,0.0,2019
171,8171,0.0,2019
172,8172,0.0,2019
173,8174,0.0,2019
174,8175,0.0,2019
175,8176,0.0,2019
176,8177,0.0,2019
177,8178,0.0,2019
178,8179,0.0,2019
179,8180,0.0894454383,2019
180,8181,7.1428571429,2019
181,8182,1.5384615385,2019
182,8183,3.5714285714,2019
183,8184,1.6891891892,2019
184,8185,0.0,2019
185,8187,0.5676442763,2019
186,8188,0.0,2019
187,8189,0.0,2019
188,8190,0.0,2019
189,8191,0.0,2019
190,8192,1.1627906977,2019
191,8193,100.0,2019
192,8194,2.6648900733,2019
193,8195,0.0,2019
194,8196,0.0,2019
195,8197,0.0,2019
196,8198,0.0,2019
197,8199,100.0,2019
198,8200,4.2584434655,2019
199,8201,0.0,2019
200,8202,1.0989010989,2019
201,8203,16.6666666667,2019
202,8204,0.0,2019
203,8205,5.1378446115,2019
204,8206,0.0,2019
205,8207,100.0,2019
206,8208,6.7307692308,2019
207,8209,5.5555555556,2019
208,8210,0.0,2019
209,8211,1.321003963,2019
210,8212,0.0,2019
211,8213,0.0,2019
212,8214,1.8518518519,2019
213,8215,66.6666666667,2019
214,8216,0.0,2019
215,8217,15.984015984000001,2019
216,8218,0.4830917874,2019
217,8219,0.0,2019
218,8220,0.0,2019
219,8221,8.2866741321,2019
220,8222,0.0,2019
221,8223,8.6956521739,2019
222,8224,0.0,2019
223,8225,0.0,2019
224,8226,0.0,2019
225,8227,0.0,2019
226,8228,0.0,2019
227,8229,0.0,2019
228,8230,0.0,2019
229,8231,0.4705882353,2019
230,8232,100.0,2019
231,8233,2.614379085,2019
232,8234,100.0,2019
233,8235,0.0,2019
234,8236,25.0,2019
235,8237,2.8571428571,2019
236,8238,0.4237288136,2019
237,8239,0.0,2019
238,8240,0.4761904762,2019
239,8241,0.0,2019
240,8242,50.0,2019
241,8243,0.0,2019
242,8244,0.5420054201,2019
243,8245,2.027972028,2019
244,8246,10.0,2019
245,8247,42.8571428571,2019
246,8248,75.0,2019
247,8249,0.0,2019
248,8250,0.0,2019
249,8251,0.0,2019
250,8252,3.137254902,2019
251,8253,0.0,2019
252,8254,100.0,2019
253,8255,0.0,2019
254,8256,0.0,2019
255,8257,0.0,2019
256,8258,0.0,2019
257,8259,28.5714285714,2019
258,8260,0.0,2019
259,8261,100.0,2019
260,8262,3.5714285714,2019
261,8263,0.6329113924,2019
262,8264,0.0,2019
263,8265,4.7619047619,2019
264,8266,0.2192982456,2019
265,8267,0.6666666667,2019
266,8268,100.0,2019
267,8269,0.0,2019
268,8270,0.0,2019
269,8271,0.0,2019
270,8272,0.0,2019
271,8273,0.0,2019
272,8274,0.9523809524,2019
273,8275,0.0,2019
274,8276,0.0,2019
275,8277,0.0,2019
276,8278,8.6956521739,2019
277,8279,0.2007528231,2019
278,8280,0.0,2019
279,8281,0.78125,2019
280,8282,0.0,2019
281,8283,0.0,2019
282,8284,0.7352941175999999,2019
283,8285,0.3745318352,2019
284,8286,11.1111111111,2019
285,8287,0.0,2019
286,8288,100.0,2019
287,8289,4.2253521127,2019
288,8290,0.0,2019
289,8291,83.3333333333,2019
290,8292,0.0,2019
291,8293,0.0,2019
292,8294,100.0,2019
293,8295,11.6279069767,2019
294,8296,0.0,2019
295,8297,0.0,2019
296,8298,0.0,2019
297,8299,0.0,2019
298,8300,50.0,2019
299,8301,22.270742358099998,2019
300,8302,0.7352941175999999,2019
301,8303,0.0,2019
302,8304,0.0,2019
303,8305,0.0723589001,2019
304,8306,0.0,2019
305,8307,0.7518796991999998,2019
306,8308,0.0,2019
307,8901,0.0,2019
308,8902,100.0,2019
309,8903,0.0,2019
310,8904,0.0,2019
311,8905,0.0,2019
